Job_title,Company_name,Skills,Experience,Location
Data Scientist,Nextgrowth Labs,"data,operations research,automation,artificial intelligence,sas sql,sql,machine learning,computer science",3-10 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Kaleidofin,"data,python,hive,hadoop,data collection,senior,science,big data",4-9 Yrs,"Chennai, Bangalore/Bengaluru"
Sr . Data Scientist,Saks Off 5th India,"genetics,cloud computing,computation,customer analytics,data mining,cloud,coding,stakeholder management",3-5 Yrs,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum"
Senior Data Scientist Scipher,Utopus Insights,"Agile,Genetics,Machine,Analytical,Machine learning,Energy,Analytics,Data",10-12 Yrs,Bangalore/Bengaluru
Data Scientist,Dolby,"Regression,Analytics,MySQL,MATLAB,Data,Reporting,Data analysis,Analysis",5-8 Yrs,Bangalore/Bengaluru
Data Scientist,Luxoft,"deep learning,sql,python,management,supervision,change,project,project management",4-8 Yrs,Bangalore/Bengaluru
Data Scientist - III,Medi Assist,"Process,Python,Analytical,Analytics,Networking,Healthcare,Languages,Machine",5-10 Yrs,Bangalore/Bengaluru
Lead Data Scientist,Vuca Consulting,"Data Engineering,SAS Programming,Big Data,Hive,Spark,Database administration,Pyspark,Management",8-13 Yrs,"Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka, Delhi / NCR"
Data Scientist,CoStrategix,"Digital Transformation,Data modeling,Strategy consulting,Consulting,Digital,Project,Data,Transformation",3-7 Yrs,Bangalore/Bengaluru
Data Scientist,Aptus Data Labs,"analytics,it services,operations research,data,planning,research,crm,production",2-5 Yrs,Bangalore/Bengaluru
Data Scientist,Talent  Corner HR Services Pvt Ltd,"Data,Cnn,Tensorflow,Pytorch,Natural language processing,NLP,Data Scientist,Structured Data",5-10 Yrs,Bangalore/Bengaluru
Data Scientist,Habilite Clinics,"data,machine learning,science,big data,machine,data science",2-6 Yrs,Bangalore/Bengaluru
Data Scientist II,Glance,"open source,open,analysis,machine,analytics,data structures,computer science,data",2-6 Yrs,Bangalore/Bengaluru
Data Scientist/Senior Data Scientist,Pocket Fm,"Data Science,Recommender Systems,SQL,Python,Senior,Data,Science,System",3-7 Yrs,Remote
Data Scientist,Net Connect,"Data Science,python,R,data mining,Data Extraction,Predictive modeling,Statistics,Logistics",10-15 Yrs,Bangalore/Bengaluru
Data Scientist,Racanaa Innovative Solutions,"signalling,data mining,product management,data,data visualization,postgresql,mysql,analytical",3-4 Yrs,Bangalore/Bengaluru
Graduate Data Scientist,Dyson,"System programming,Modeling,Predictive,Development,Predictive modeling,Data Science,Distribution system,Technology management",2-7 Yrs,Bangalore/Bengaluru
Speech Scientist - Artificial Intelligence/Machine Learning,Career Maker,"Artificial Intelligence,Intelligence,Speech Recognition,Algorithms,Data,Vision,Speech,Computer",3-8 Yrs,Bangalore/Bengaluru
Deep Learning Senior Engineer (PS) (SIPS),Sony,"Technology management,Data Visualization,SIP,Management,Development,Process,Image processing,Opencv",1-5 Yrs,Bangalore/Bengaluru
Research Scientist,Outsystems,"Languages,Data processing,Natural language processing,Processing,Social media,Application development,Data,Machine",2-7 Yrs,Bangalore/Bengaluru
Lead Data Scientist,Thoucentric,"Supply,Machine,Management,Product management,CRM,Science,Supply chain,Analytics",6-10 Yrs,Bangalore/Bengaluru
Data Scientist (3+ years of experience),Tranzita Systems,"predictive modeling,Forecasting,Predictive,Linear Regression,Data,Regression,Modeling,Logistics",3-6 Yrs,Remote
Data Scientist,Whizdm Innovations,"R,machine learning,xgboost,Python,Data,Machine",2-5 Yrs,Remote
Image Analysis Scientist - Image Processing/Pattern Recognition,Career Maker,"Image Processing,Architecture,Design patterns,C++,C,Technical,Pattern recognition,Processing",8-12 Yrs,Bangalore/Bengaluru
Senior Scientist/NLP/Machine Learning/Data Mining Professional,Career Maker,"Data Scientist,Data mining,Natural language processing,Senior,Linux,R,Data management,SQL",2-7 Yrs,Bangalore/Bengaluru
Machine Learning Scientist - R/Python,Career Maker,"Python,Java,R,Data,Machine,Machine learning,MATLAB,Data mining",4-9 Yrs,Bangalore/Bengaluru
Data Scientist Ii,Glance,"analytics,metadata,analytical,data,linux,data analysis,data structures,gaming",3-6 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Benchire,"Data Science,Statistical Modeling,Machine,Python,Pytorch,Science,Machine learning,Tensorflow",5-10 Yrs,Hybrid - Bangalore/Bengaluru
Data Scientist,High Peak Software,"Python,Natural language processing,Numpy,Data,Data Visualization,Data mining,Scipy,Tensorflow",3-5 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Ingersoll Rand,"Acquisition,Forecasting,Data collection,Management,Data extraction,SQL,Product management,Science",3-5 Yrs,Bangalore/Bengaluru
Data Scientist,Cardinal Health,"Data Science,python,R,machine learning algorithms,SQL,Machine,Science,Machine learning",6-10 Yrs,Hybrid - Bangalore/Bengaluru
Senior Data Scientist,Mojro Technologies,"research,senior,sql,process,operations research,python,data,machine learning",1-2 Yrs,Bangalore/Bengaluru
Principal Data Scientist - Immediate Joiner  ( Premium Institute Only),Hilabs,"data science,Artificial Intelligence,Data,Machine,Machine learning,Natural language processing,Science,Intelligence",7-10 Yrs,Bangalore/Bengaluru
Data Scientist,PaddleLift Pvt Ltd,"Python coding,SQL,Logistic regression,Science,Regression,Coding,R,Decision Tree",4-7 Yrs,"Bangalore/Bengaluru, HSR Layout"
Tech Lead - Data Scientist,Aris Global Software,"Clinical trials,Drug,Data Science,Technical analysis,Life sciences,Computer,Machine learning,Drug safety",8-9 Yrs,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum"
Data Scientist,Customerxps Software,"Core banking,Team management,Risk management,Core,Product management,MIS,Business analysis,Change management",12-22 Yrs,Bangalore/Bengaluru
Data  Scientist ll,Sequoia Consulting Group,"natural language processing,Machine,Process,Machine learning,Data,Processing,Languages",3-7 Yrs,Hybrid - Bangalore/Bengaluru
Senior Data Scientist - NL Generation & Analytics,Sequoia Consulting Group,"NLP,NLG,Data analytics,Machine,Process,Science,Senior,Analytics",8-12 Yrs,Bangalore/Bengaluru
Research Scientist - Machine Learning / Artificial Intelligence,Career Maker,"Data Science,Machine,Python,Science,C,Processing,Data,Artificial Intelligence",3-8 Yrs,Bangalore/Bengaluru
Lead Data Scientist - Python/Machine Learning,OptOut.Work,"Machine Learning,Python,Cloud,Predictive modeling,Statistics,Modeling,Predictive,Data",6-10 Yrs,Bangalore/Bengaluru
Lead Data Scientist,TSIT Digital Technologies,"Data Science,Data,Software,Science,Statistical software,Statistics,Statistical modeling,Shiny",7-12 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka"
Data Scientist,Dolby,"c++,analytics,data analysis,data reporting,matlab,science,computer,data",5-8 Yrs,Bangalore/Bengaluru
"Senior Data Scientist, Payments",Booking Holdings,"Analysis,Data Science,Data analysis,Data,Business analysis,Python,SQL,Senior",4-6 Yrs,Bangalore/Bengaluru
NLP Data Scientist,Finite HR Consulting Private Limited,"c,natural language processing,integration,design,javascript,mysql,technical product configuration,configuration",3-5 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Motive,"data science,time,process,data analysis,logistics,machine learning,time series,statistics",4-7 Yrs,Bangalore/Bengaluru
Data Scientist - MLB,Snapminds Technologies,"regression,data,vendor,development,forecasting,sas,it services,python",2-3 Yrs,Bangalore/Bengaluru
Lead Data Scientist,Lowes Services India Private limited,"Machine,Python,Science,Computer,Capacity,Teradata,SCALA,Machine learning",6-8 Yrs,Bangalore/Bengaluru
Data Scientist,Krishpar Technologies,"computer,python,computer vision,networking,supervision,neural networks,process,data",2-6 Yrs,"Chennai, Bangalore/Bengaluru"
Data Scientist Web Analytics,Symmetrical Global Search Pvt Ltd,"Modeling,Data modeling,Analytics,Coding,E-commerce,Data,Hrsd,Web analytics",10-12 Yrs,Bangalore/Bengaluru
Data Scientist Predictive Modelling,Symmetrical Global Search Pvt Ltd,"data,predictive modeling,predictive,hrsd,coding,e-commerce,data modeling,modeling",10-12 Yrs,Bangalore/Bengaluru
Data Scientist Machine Learning,Symmetrical Global Search Pvt Ltd,"E-commerce,Machine,Modeling,Data,Hrsd,Machine learning,HTML,Data modeling",10-12 Yrs,Bangalore/Bengaluru
Data Scientist - AI ML Team,Customerxps Software,"artificial intelligence,machine,data,ml,collections,monitoring,team,sql",8-13 Yrs,Bangalore/Bengaluru
Senior Manager - Quantum Computing,Value Vision Management Consultants,"quantum,process,cloud computing,process improvement,quantum computing,improvement,machine learning,project delivery",9-12 Yrs,Bangalore/Bengaluru
Data Scientist,Hyperthink Systems,"data management,forecasting,data analytics,sql,machine learning,qlikview,python,data",5-10 Yrs,Bangalore/Bengaluru
Senior Geo-Spatial Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,"GIS,Senior,Industrial,Remote,Data,Open,Image processing,Analytics",3-8 Yrs,Bangalore/Bengaluru
Image Processing Engineer,Ageye Technologies,"data structures,processing,data,science,computer vision,image processing,agile,python",2-4 Yrs,Bangalore/Bengaluru
Data Scientist,Ageye Technologies,"modeling,python,data,computation,analysis,agile,scrum,cloud computing",2-7 Yrs,Bangalore/Bengaluru
Computer Vision Engineer,Ageye Technologies,"application development,computer,computation,cloud computing,processing,vision,c++,image processing",2-7 Yrs,Bangalore/Bengaluru
Data Scientist,Heal Software,"analytics,continuous improvement,data,machine,machine learning,nosql,pdf,system",5-10 Yrs,Bangalore/Bengaluru
Sr. Data Scientist,World Wide Technology,"Data Science,Natural Language Processing,Machine Learning,Deep Learning,Machine,Process,Science,SR",2-7 Yrs,"Hybrid - Gurgaon/ Gurugram, Haryana"
AI Data Scientist,Seven Consultancy (HR Solution),"recruitment,intelligence,analytics,artificial intelligence,data,staffing,consultancy",4-8 Yrs,Bangalore/Bengaluru
Data Scientist,Pegasus Knowledge Solutions (PKSI),"data modeling,data,data science,base,excel,sql,sas,science",8-10 Yrs,Bangalore/Bengaluru
Data Scientist,Hyperthink Systems,"analytics,financial services,qlikview,data,machine,nosql,sql,data analytics",3-6 Yrs,Bangalore/Bengaluru
Data Scientist,Dev Solutions,"advanced analytics,python,analytics,modeling,customer experience,architecture,dbms,data science",4-6 Yrs,Bangalore/Bengaluru
Senior AI Data Scientist,Seven Consultancy (HR Solution),"data,senior,intelligence,analytics,artificial intelligence",4-9 Yrs,Bangalore/Bengaluru
Data Scientist / Sr. Data Scientist,Fratitude Talent Advisors,"research,sensor,data collection,sensors,data analysis,data,graphics,data science",7-9 Yrs,Bangalore/Bengaluru
Data Scientist,Hakimo,"Physical,Security,DBMS,Management,Data warehousing,SQL,Science,Security systems",3-5 Yrs,Bangalore/Bengaluru
Data Scientist,Intuitor SoftTech Services Pvt. Ltd.,"predictive,data,computer science,agile,modeling,data collection,data structures,predictive modeling",5-7 Yrs,Bangalore/Bengaluru
AI/ML engineer,Global Talent Exchange,"Design patterns,GIT,Predictive modeling,Pattern recognition,Version control,Data mining,Ml,Machine learning",2-6 Yrs,"New Delhi, Bangalore/Bengaluru"
Data Scientist,Xebia It Architects,"open source,forecasting,text mining,machine learning,python,improvement,automotive,data",8-10 Yrs,Bangalore/Bengaluru
Senior Data Scientist,MMS Holdings,"computer,graphics,management,pdf,project,javascript,computer science,senior",3-7 Yrs,Bangalore/Bengaluru
Sr. Data Scientist,Skillety,"project,staffing,data,time management,data visualization,linux,unix,bioinformatics",10-15 Yrs,Bangalore/Bengaluru
Data Scientist - Healthcare Analytics,Skillety,"tools,data,programming,troubleshooting,healthcare analytics,machine,sql,reporting",12-15 Yrs,Bangalore/Bengaluru
Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware,"analytics,artificial intelligence,machine,data,r program,program,data analytics,intelligence",1-5 Yrs,"Chennai, Bangalore/Bengaluru"
R Programmer,Global Talent Pool,"Data analysis,Data,SQL,Backend,Science,Data Science,R Program,Monitoring",5-7 Yrs,"Vijayawada, Bangalore/Bengaluru"
NLP Data Scientist,Ringcentral,"Cloud,Transformers,Analytics,Conferencing,Data,Wellness,Video,Natural language processing",2-7 Yrs,Bangalore/Bengaluru
Manager - Data Science,Digit88,"analytics,management,sql,forecasting,intelligence,science,data,business intelligence",5-7 Yrs,Bangalore/Bengaluru
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),"python,data science,analytical,data structures,machine,analytics,computer science,data",3-10 Yrs,Bangalore/Bengaluru
Data Scientist,Techneplus Software,"computer,data mining,resource allocation,analytics,sas,computer science,sql,improvement",3-8 Yrs,"Noida, Bangalore/Bengaluru"
Senior ML Engineer,Entropik Tech,"python,science,technology,financial services,machine learning,agile,computer,engineering",4-9 Yrs,Bangalore/Bengaluru
Data Scientist,Add On It Systems,"statistics,microsoft,data,machine,machine learning,pdf,word,analysis",2-4 Yrs,Bangalore/Bengaluru
Data Scientist-Health Care Analytics,Skillety,"data analytics,tools,reporting,analytics,programming,big data,sql,text analytics",5-12 Yrs,Bangalore/Bengaluru
Data Scientist,Unusual Hire,"data,data visualization,recruitment,rdbms,power bi,bi,advanced analytics,intelligence",2-4 Yrs,Bangalore/Bengaluru
Data Scientist,Sony,"Data mining,Business intelligence,Intelligence,Processing,Data processing,Data,C++,Business analytics",4-9 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Locus It Services,"Analysis,Data analysis,Data,Ruby,Machine,Python,SQL,Analytics",6-11 Yrs,Bangalore/Bengaluru
Data Scientist,Gforce Consulting Solutions,"Spark,Forecasting,Statistics,Data Science,Tableau,Machine learning,Demand forecasting,Science",3-8 Yrs,Bangalore/Bengaluru
Senior Data Scientist,KAS Services India,"advanced analytics,analytics,senior,machine,data science,science,data,operations research",4-6 Yrs,Bangalore/Bengaluru
Data Scientist,KAS Services India,"research,machine learning,operations research,data science,sql,data,science,microsoft",3-5 Yrs,Bangalore/Bengaluru
ML Lead,Kpisoft Technologies,"machine,analytics,processing,ml,languages,natural language processing,machine learning,training",2-7 Yrs,Bangalore/Bengaluru
Data Scientist,Aeries Technology,"data,computer science,javascript,consulting,technology,science,sql,information technology",5-7 Yrs,Bangalore/Bengaluru
DATA SCIENTIST,String Bio,"research,computer,data mining,c++,analytics,data collection,business intelligence,operations",2-7 Yrs,Bangalore/Bengaluru
Data Scientist,kk Consulting Services,"salesforce,data science,python,science,machine learning,computer vision,data mining,vision",2-5 Yrs,Bangalore/Bengaluru
R&D Data Scientist,Corner Tree Consulting,"Open source,Automation,Time series analysis,Monitoring,Machine,Workflow,Analysis,Data",2-10 Yrs,Bangalore/Bengaluru
Senior Data Scientist,Research In Motion,"Cyber,Machine,Python,Blackberry,Property,Security,Machine learning,Cyber Security",6-12 Yrs,Bangalore/Bengaluru
Lead / Staff ML Scientist - NLP,Agara Labs,"programming,python,data science,science,data,languages,machine learning,processing",6-11 Yrs,Bangalore/Bengaluru
Lead / Staff ML Scientist,Agara Labs,"research,ml,processing,programming,pop,deep learning,natural language processing,languages",6-11 Yrs,Bangalore/Bengaluru
Data scientist,Ihcc,"open source,object,open,microsoft,intelligence,sql,sql server,data",9-10 Yrs,Bangalore/Bengaluru
Data Scientist,Talentfil,"research,intellectual property,quality,programming,analytics,data quality,analytical,spark",2-7 Yrs,"Chennai, Bangalore/Bengaluru"
Principal Data Scientist,Tekion,"Data Visualization,Machine learning,Processing,Process,Data Science,Drilling,Automotive,Research",5-11 Yrs,Bangalore/Bengaluru
SDE2 Data Scientist,Multi Recruit,"python,bpo,logistic regression,logistics,risk,data science,credit,credit risk",2-7 Yrs,Bangalore/Bengaluru
SDE1 Data Scientist,Multi Recruit,"credit,machine learning,data science,python,data,logistic regression,personal loans,customer service",8-13 Yrs,Bangalore/Bengaluru
data engineer,Diverse Lynx,"data engineering,data collection,deployment,big data,deep learning,devops,data,data science",6-8 Yrs,Bangalore/Bengaluru
Sr Data Scientist,Krtrimaiq Ai Solutions,"analysis,computer,python,linear regression,sr,healthcare,business intelligence,presales",5-8 Yrs,Bangalore/Bengaluru
Sr Dot Data Scientist,Skillety,"dot,crm,analytics,media,social media,customer analytics,sql,staffing",8-11 Yrs,Bangalore/Bengaluru
Sr. Data Scientist (Medical/Marketing Analytics),Skillety,"healthcare,sql,marketing,troubleshooting,social media,marketing analytics,analytics,data",8-11 Yrs,Bangalore/Bengaluru
Sr. Data Scientist - Marketing and Customer analytics,Skillety,"data analytics,tools,crm,reporting,analytics,customer analytics,sql,staffing",7-15 Yrs,Bangalore/Bengaluru
Senior Software Engineer - Data Science,Skillety,"data,data science,technical,leadership,machine,sql,science,senior",5-7 Yrs,Bangalore/Bengaluru
Data scientist-Healthcare Analytics Associate,Skillety,"data analytics,tools,healthcare analytics,reporting,analytics,media,social media,sql",12-15 Yrs,Bangalore/Bengaluru
Data Scientist/Engineer NLP,Skillety,"python,forecasting,staffing,languages,machine learning,processing,analysis,text mining",4-6 Yrs,Bangalore/Bengaluru
Data Scientist Knowledge Graph Expert,Skillety,"data mining,machine,usage,data,programming,spark,staffing,machine learning",8-15 Yrs,Bangalore/Bengaluru
